session_id,question_number_in_session,question_index_in_dataset,mode,seed,start_index,question,model_answer,ground_truth_aliases,is_correct,elapsed_time_seconds,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,energy_joules_estimate
20260610_133821,61,294,ordered,,234,What is the most populated city in America?,New York City,"[""New Yourk State"", ""State of N.Y."", ""US-NY"", ""N Y"", ""The state of NY"", ""NewYork"", ""NYS"", ""Neo York"", ""NY state"", ""Nova York"", ""State of new york"", ""Ny"", ""New york"", ""Nueva York (estado)"", ""N Y state"", ""New York (state)"", ""U.S. state of New York"", ""New York state"", ""New York, U.S."", ""State New York"", ""Nýja-Jórvík"", ""Newyork"", ""NEW YORK"", ""State of N. Y."", ""N. Y. state"", ""NY"", ""The state of N.Y."", ""NY (state)"", ""New York's"", ""N.Y. (U.S. state)"", ""State of new yourk"", ""New York State"", ""New York (U.S. state)"", ""New york state"", ""New Yrok"", ""11th State"", ""New York (USA State)"", ""State of N Y"", ""New-York"", ""The State of New York"", ""State of New York"", ""US state of New York"", ""N Y (U.S. state)"", ""N.Y. state"", ""N.Y."", ""The state of N. Y."", ""N. Y. (state)"", ""The state of N Y"", ""New York, US"", ""N.Y. (state)"", ""Nyja-Jorvik"", ""Religion in New York"", ""New Yourk"", ""N. Y."", ""New York State's"", ""Estado Nueva York"", ""New York (USA state)"", ""New york population"", ""New York, U.S.A"", ""New York"", ""NY (U.S. state)"", ""Estado de Nueva York"", ""N. Y. (U.S. state)"", ""Eleventh State"", ""N Y (state)"", ""State of NY"", ""New York (State)"", ""New York (U.S. state""]",True,0.7285,6697.0,32607.0,180.31,131.3558
20260610_133821,62,295,ordered,,234,What is the only letter of the alphabet which does not appear in any of the names of the 50 American states?,Q,"[""ⓠ"", ""🅠"", ""Q (alphabet)"", ""Ⓠ"", ""⒬"", ""🅀"", ""Ｑ"", ""🄠"", ""Q"", ""Q (letter)"", ""🆀"", ""Q.""]",True,0.7289,6699.0,32607.0,180.9,131.8546
20260610_133821,63,296,ordered,,234,What was the Spice Girls' debut single called?,Wannabe,"[""Wannabes (disambiguation)"", ""Wannabes"", ""Wanna Be"", ""Wannabe (disambiguation)"", ""Wannabee"", ""Wannabe"", ""Wanna-be""]",True,0.7216,6697.0,32607.0,180.18,130.0159
20260610_133821,64,297,ordered,,234,What are the only two musical notes which have no flats?,C and G,"[""C and F""]",False,0.7284,6697.0,32607.0,182.88,133.2147
20260610_133821,65,298,ordered,,234,"From which country do French fries originate? France, Belgium or Switzerland?",France,"[""ISO 3166-1:CH"", ""Svissland"", ""Etymology of Switzerland"", ""Confederation Helvetia"", ""Swizerland"", ""Confederatio Helvetica"", ""Environmental Integrity Group"", ""Confoederatio Helvetica"", ""Svizra"", ""SWITZERLAND"", ""Confédération suisse"", ""SwissEnergy"", ""Schweitz"", ""Švýcarsko"", ""Die Schweiz"", ""Schwitzerland"", ""Confederation suisse"", ""Der Schweiz"", ""Swiss Confederated States"", ""Suiza"", ""Switz"", ""Switzeland"", ""Schweiz"", ""Confederation Helvetica"", ""Switserland"", ""Suisse"", ""Schweizerische Eidgenossenschaft"", ""Switzerland information"", ""Confederaziun Svizra"", ""Switzer land"", ""Switzerland"", ""Land of the Switzers"", ""Swiss confederation"", ""Confœderatio Helvetica"", ""Swiss"", ""Confederation Suisse"", ""Confederation of Helvatia"", ""Land of the Swiss"", ""Confederaziun svizra"", ""Svizzera"", ""Swissland"", ""Swizterland"", ""Confédération Suisse"", ""Confederazione Svizzera"", ""Swiss Confederation""]",False,0.7291,6697.0,32607.0,181.38,132.2424
20260610_133821,66,299,ordered,,234,For what novel did J. K. Rowling win the 1999 Whitbread Children's book of the year award?,Harry Potter and the Philosopher's Stone,"[""HPPOA"", ""Prisoner of Azkaban"", ""Harry Potter and the Prisoner of Azkhaban"", ""Third harry potter book"", ""HP3"", ""The Prisoner of Azkaban"", ""Harry Potter III"", ""Harry Potter & the Prisoner of Azkaban"", ""Harry Potter and the Prisoner of Azkaban"", ""Harry potter and the prisoner of azkaban"", ""Hary Potter and the Prisoner of Azkaban"", ""Harry potter 3"", ""3rd harry potter book"", ""Prisoner of azkaban"", ""HP 3"", ""Harry Potter and the Prisoner of Azkaban (book)"", ""Harry Potter and The Prisoner of Azkaban"", ""Harry Potter 3""]",False,0.7287,6699.0,32607.0,181.77,132.4589
20260610_133821,67,300,ordered,,234,What is the longest word can be typed using only the top row of letters on a typewriter?,1000000000000000000000000000000,"[""Typewriter ribbons"", ""Typewriter carriage"", ""Personal word processor"", ""Typewrite"", ""Typewriters"", ""Type-write"", ""Type-writerly"", ""Type machine"", ""Electric typewriter"", ""Typewrites"", ""Typewriter"", ""Type written"", ""Electronic word processor"", ""Typewriting"", ""Typebasket"", ""Type writer"", ""Type writes"", ""The type writer"", ""Typewritten"", ""Typewriterly"", ""Type-writing"", ""The first typewriter"", ""Type-written"", ""Typebars"", ""Typewriter keyboard"", ""Type wrote"", ""Type-wrote"", ""Type writers"", ""Type write"", ""Typewrote"", ""Type-writers"", ""Personal Word Processor"", ""Electronic typewriter"", ""Typebar"", ""Type writing"", ""Type-writes"", ""Type-writer"", ""Electromechanical typewriter"", ""Manual typewriter"", ""Type bar"", ""Typing machine"", ""Type writerly"", ""Typewriter eraser""]",False,0.7245,6699.0,32607.0,178.17,129.0886
20260610_133821,68,301,ordered,,234,In which city would you find O'Hare International Airport?,Chicago,"[""Chi-Beria"", ""Sayre language academy"", ""Chicago"", ""Chicago, Illinois"", ""Hog Butcher for the World"", ""Land of smelly onions"", ""Ariel Community Academy"", ""The weather in Chicago"", ""Chicago, Illinois, U.S.A."", ""Chicago, Illionis"", ""Near North Montessori"", ""Religion in Chicago"", ""Chicago Finance Committee"", ""The Paris of America"", ""The city of Chicago"", ""City of Chicago"", ""List of sister cities of Chicago"", ""UN/LOCODE:USCHI"", ""Chicago theatre scene"", ""Chicago, WI"", ""The City of Broad Shoulders"", ""City of Broad Shoulders"", ""Sister Cities of Chicago"", ""Chicago il"", ""Chicago, Illinois, USA"", ""Performing arts in Chicago"", ""Chicago Transportation Committee"", ""Chicago, Wisconsin"", ""City of chicago"", ""Chicago theater scene"", ""Chicago, Il"", ""Chicago, IL."", ""Chicago, Ill."", ""City of Chicago, Illinois"", ""Chi town"", ""Chicago, United States"", ""Chicago (Ill.)"", ""Transport in Chicago"", ""Chicago, Illinois, United States"", ""Chicago (IL)"", ""USCHI"", ""Chichago"", ""Chcago"", ""Chicago, Illinois, U.S."", ""Sister Cities Chicago"", ""Chicago, USA"", ""Chi City"", ""Chicago, IL"", ""Chi-Town"", ""Chicago theatre"", ""Paris of America"", ""Chicago, Illinois, US"", ""Chicago Illinois"", ""The city of Chicago, Illinois"", ""Sister cities of Chicago""]",True,0.7266,6697.0,32607.0,180.99,131.5114
20260610_133821,69,302,ordered,,234,Which Asian country was once called Siam?,Thailand,"[""Muang Thai"", ""Taihland"", ""ISO 3166-1:TH"", ""Thai Empire"", ""Prathet Thai"", ""Muang-Thai"", ""Kingdom of Thailand"", ""Skateboarding in Thailand"", ""THAILAND"", ""Siam"", ""Sport in Thailand"", ""Etymology of Thailand"", ""Thayland"", ""Name of Thailand"", ""The Kingdom Of Thailand"", ""เมืองไทย"", ""Thailand"", ""ราชอาณาจักรไทย"", ""Sayam"", ""Thailande"", ""Siam (Thailand)"", ""ประเทศไทย"", ""Kingdom Of Thailand"", ""Tailand"", ""Thai Kingdom"", ""Ratcha Anachak Thai"", ""Kingdom of the Thai""]",True,0.7297,6697.0,32607.0,176.9,129.0927
20260610_133821,70,303,ordered,,234,What are the names of Donald Duck's three nephews?,"Huey, Dewey and Louie","[""Huey, Dewey and Louie"", ""Huey, Louie and Dewey"", ""Huey , Dewey and Louie"", ""Huey, Dewey & Louie"", ""Huey Duck"", ""Huey, Duey and Louie"", ""Louie Duck"", ""Donald Duck's nephews"", ""Phooey Duck"", ""Ripp, Rapp og Þorfinnur"", ""Huey, Dewey, and Louie"", ""Huey dewey and louie"", ""Huey Dewey and Louie"", ""Dewey Duck"", ""Ripp, Rapp og Rupp"", ""Huey, Dewey, & Louie"", ""Huey, Duey, and Louie"", ""Huey, duey, and louie"", ""Louis Duck"", ""Huey, Dewey and Louie filmography"", ""Huey, Dewey, and Louie Duck"", ""Huey, Duey, and Louis"", ""Ripp, Rapp og THorfinnur"", ""Huey, Dewey"", ""Huebert Duck"", ""Deuteronomy Duck"", ""Huey dewie and louie"", ""Huey, Dewey and Louie Duck""]",True,0.7272,6697.0,32607.0,181.68,132.1135
20260610_133821,71,304,ordered,,234,"In which 1993 film does a boy called Jonah write to a woman called Annie, asking her to meet his father at the Empire State building on St. Valentine's Day?",<em>Sleepless in Seattle</em>,"[""Sleepless In Seattle"", ""Sleepless in seattle"", ""Sleepless in Seattle (film)"", ""Sleepless in Seattle: Original Motion Picture Soundtrack"", ""Sleepless in Seattle""]",True,0.7282,6701.0,32607.0,182.73,133.0718
20260610_133821,72,305,ordered,,234,Who had a top ten hit in 1988 with Valentine?,The Bangles,"[""T’pau"", ""T'pau"", ""T'Pau (disambiguation)"", ""T' Pau"", ""T'Pau"", ""T pau"", ""Tpau""]",False,0.727,6699.0,32607.0,181.51,131.9492
20260610_133821,73,306,ordered,,234,What is the second most common word in written English?,"The, followed by and.","[""O F"", ""Of"", ""O.F."", ""OF"", ""O.f."", ""Of."", ""OF (disambiguation)"", ""Of (disambiguation)""]",False,0.7301,6697.0,32607.0,182.25,133.0587
20260610_133821,74,307,ordered,,234,"In which arcade game, would you find ghosts called Inky, Pinky, Blinky and Clyde?",Pac-Man,"[""Pakman"", ""Pac-man"", ""Pac-mn"", ""Pacman"", ""Blinky, Pinky, Inky, Clyde"", ""Pac-Man (card game)"", ""Puck-Man"", ""Pac Man Magnetic Maze"", ""Google Pac-Man"", ""パックマン"", ""Puc-Man"", ""Clyde (monster)"", ""Pac dots"", ""PACMAN"", ""Pac-Man (film)"", ""Aosuke"", ""PUCK-MAN"", ""CDMan"", ""Pakkuman"", ""MacMan Kid"", ""Inky (ghost)"", ""Pac-man (board game)"", ""Google Pacman"", ""Pac man"", ""Blinky (ghost)"", ""PuckMan"", ""Pac-man ghosts"", ""Paku paku"", ""Split-Screen Level"", ""Clyde (ghost)"", ""PAC-MAN"", ""Puck Man"", ""Pac-Man"", ""PacMan"", ""Blinky (monster)"", ""PUCKMAN"", ""Pac Man"", ""Pinky (ghost)"", ""Guzuta"", ""Puck-man"", ""Akabei"", ""PUCK MAN"", ""Pac-Man (board game)""]",True,0.7308,6699.0,32607.0,182.35,133.2701
20260610_133821,75,308,ordered,,234,"More commonly known as the thigh bone, what is the medical name for the longest bone in the human body?",Femur,"[""Fumuer"", ""Upper leg bone"", ""Femoral bone"", ""Patella surface of femur"", ""Feumur"", ""Os longissimum"", ""Thigh bones"", ""Shenton's Line"", ""Femur"", ""Fumeur"", ""Largest bone"", ""Femoral bones"", ""Fumur"", ""Thigh-bone"", ""Femur bone"", ""Femora"", ""Fuemur"", ""Thighbone"", ""Femur bones"", ""Largest bones"", ""Femir"", ""Femu"", ""Femurs"", ""Facies patellaris femoris"", ""Thigh bone"", ""Os femoris"", ""The Femur""]",True,0.7232,6699.0,32607.0,184.12,133.1529
20260610_133821,76,309,ordered,,234,"What word is used to describe someone who is neither left or right handed, but can use both hands with equal ease?",ambidextrous,"[""Ambidexterity"", ""Ambidexterous"", ""Ambisinister"", ""Ambidextrousness"", ""Ambadexterous"", ""Ambidextrous""]",True,0.7252,6699.0,32607.0,184.58,133.8647
20260610_133821,77,310,ordered,,234,"Which cult film, starring Harrison Ford, was based on the story Do Androids Dream of Electric Sheep?",Blade Runner,"[""V-K"", ""Blade Runner 2 (2014 film)"", ""Voigt-kampff machine"", ""Voigt kampff machine"", ""Voigt-kampff test"", ""Voit-kampf test"", ""Voigt kampff"", ""Blade Runner (film)"", ""Voit kampf test"", ""C beams"", ""Voight-Kampff machine"", ""Voit-kampf"", ""Blade Runner 2 (film)"", ""Spinner (Blade Runner)"", ""Voight Kampff"", ""Voit kampf"", ""Blade Runner 2"", ""Voigt-Kampff machine"", ""BLADE RUNNER (1982)"", ""Methuselah Syndrome"", ""Blade Runner"", ""Leon Kowalski"", ""Voigt-Kampff"", ""Blade Runner 2 (film project)"", ""Voight-Kampff"", ""Voigt-Kampf"", ""Blade runner (film)"", ""Dangerous Days"", ""Untitled Blade Runner Sequel"", ""Voigt-Kampff test"", ""Blade Runner (1982 film)"", ""Voight-Kampf"", ""Blade runner"", ""Voight-Kampff test"", ""Blade Runner (2014 film)""]",True,0.7303,6699.0,32607.0,182.4,133.2014
20260610_133821,78,311,ordered,,234,"Which ITV magazine style show ran from 1968 to 1980 and featured presenters including Jenny Hanley, Mick Robertson and Tommy Boyd?",The Generation Game,"[""Chatterpie"", ""Magpie"", ""Magpies""]",False,0.7262,6701.0,32607.0,182.25,132.3465
20260610_133821,79,312,ordered,,234,Which type of animal was Robin Hood in the Disney cartoon film 'Robin Hood'?,A fox,"[""Vulpine"", ""Vixen"", ""Todde"", ""Vulpini"", ""Fox"", ""Foxes"", ""Fox penis"", ""River fox"", ""Fox habitat"", ""Focks"", ""Foxp"", ""Fox (zoology)"", ""Foxs"", ""Sexual characteristics of foxes""]",True,0.7243,6697.0,32607.0,181.49,131.4601
20260610_133821,80,313,ordered,,234,Who provided the voice for Bob The Builder on his number one hit Can We Fix It?,Bob The Builder,"[""Neil morisey"", ""Neil Morrisy"", ""Neil A. Morrissey"", ""Neil Morrissey"", ""Neil morissey"", ""Neil A Morrissey"", ""Neil Anthony Morrissey"", ""Neil Morrisey""]",False,0.726,6699.0,32607.0,180.53,131.0609
20260610_133821,81,314,ordered,,234,Which actor received 4 million dollars for his 10 minutes on screen in the film Superman?,Christopher Reeve,"[""Marlon Brando Jr."", ""Marlon brando"", ""Marlon Brando Jr"", ""Marlin Brando"", ""Marlon Brando, Jr."", ""Brandoesque"", ""Marlon Brando"", ""Brando family""]",False,0.7263,6699.0,32607.0,182.85,132.7954
20260610_133821,82,315,ordered,,234,"Who directed the films Thelma and Louise, Hannibal and Black Hawk Down?",Ridley Scott,"[""Gertrude Bell (2014 film)"", ""Gertrude Bell (film)"", ""Ridley Scott"", ""Ridley Scott Associates"", ""Sir Ridley Scott""]",True,0.7323,6697.0,32607.0,181.47,132.8874
20260610_133821,83,316,ordered,,234,"Which serial killer is the subject of the films A Study In Terror, Murder By Decree and From Hell?",Jack the Ripper,"[""Whitechapel Murderer"", ""Annie Millwood"", ""Jack the ripper"", ""Fairy Fay"", ""Leather Apron"", ""Jack The Ripper"", ""Ripperology"", ""Jack the Ripper non-fiction"", ""Ripperologists"", ""Leatherapron"", ""Jack the Ripper"", ""Jack-the-Ripper"", ""Whitechapel murderer"", ""The Whitechapel murderer"", ""Ripperologist"", ""Annie Farmer"", ""Leather apron"", ""The Pinchin Street Murder"", ""Ada Wilson"", ""Jack the rippers victims"", ""The Whitechapel Murderer""]",True,0.7185,6699.0,32607.0,182.47,131.1113
20260610_133821,84,317,ordered,,234,"In cricket, what is the score of 111 known as?",A century,"[""Nélson"", ""Nelson (film)"", ""Nelson (disambiguation)"", ""Nelson""]",False,0.7228,6699.0,32607.0,180.1,130.1731
20260610_133821,85,318,ordered,,234,"Who wrote the novels About A Boy, How To Be Good and High Fidelity?",Nick Hornby,"[""Nick Hornby"", ""Hornby, Nick""]",True,0.7277,6697.0,32607.0,183.72,133.6999
20260610_133821,86,319,ordered,,234,"With which game would you use a squidger, a circular disc between 25mm and 51 mm?",1. Badminton,"[""Tiddly winks"", ""Tiddlywinks"", ""Tiddly-winks"", ""Tidleywinks"", ""Tiddliwinks"", ""Tiddlewinks"", ""Tiddlywink""]",False,0.7299,6699.0,32607.0,182.83,133.4442
20260610_133821,87,320,ordered,,234,The melody for which famous song was written by sisters and school teachers Patty and Mildred Hill in Kentucky in 1893?,“My Old Kentucky Home”,"[""Happy Birthday (song)"", ""Happy Birthday (disambiguation)"", ""Hapy birthday"", ""Happy birthday"", ""Happy Birthday (album)"", ""Happy Birthday (film)"", ""Happy Birthday""]",False,0.7308,6701.0,32607.0,183.02,133.7472
20260610_133821,88,321,ordered,,234,What is the most common pub name in the UK?,The Black Horse,"[""Red lion"", ""The Red Lion"", ""Red Lion"", ""Red Lion (disambiguation)""]",False,0.7249,6697.0,32607.0,178.73,129.5563
20260610_133821,89,322,ordered,,234,What is the name of Kevin the teenager's friend played by Kathy Burke in a series of sketches with Harry Enfield?,Kevin the Teenager,"[""Perry (drink)"", ""Perry"", ""Pear cider"", ""Pear Cider"", ""Perry (Drink)"", ""Pear scrumpy"", ""Pear wine""]",False,0.7262,6699.0,32607.0,182.95,132.8659
20260610_133821,90,323,ordered,,234,"What seven letter word, beginning with the letters 'Ra' is a palindrome?",Radar,"[""Racing cars"", ""Automobile Racing"", ""Automotive racing"", ""Car racing"", ""Race driver"", ""Racecars"", ""Automobile racer"", ""Autorace"", ""Car race"", ""Autosports"", ""Racecar"", ""Race cars"", ""Automobile race"", ""🏎"", ""Racing driver"", ""AutoRacing"", ""Racing Car"", ""Auto racing"", ""Auto Racing"", ""Auto race"", ""Race-car"", ""Race Cars"", ""Auto Race"", ""Race car"", ""Racing car"", ""Race car driver"", ""Automobile racing"", ""Racecar driver""]",False,0.7315,6697.0,32607.0,180.31,131.8882
20260610_133821,91,324,ordered,,234,Which fruit can go in the middle of the word aped to make a new word?,Apple,"[""Pear (fruit)"", ""Pear tree"", ""Pear"", ""Culture of pear"", ""🍐"", ""Pear juice"", ""Pearwood"", ""Pyrus""]",False,0.732,6699.0,32607.0,181.99,133.212
20260610_133821,92,325,ordered,,234,How many scottish football league teams names end in United?,10,"[""3"", ""three""]",False,0.7265,6693.0,32607.0,182.53,132.6152
20260610_133821,93,326,ordered,,234,Who had a top ten hit in the UK with Cupid in 1961?,The Shadows,"[""I Thank God"", ""Sam Cooke"", ""Bertha Franklin"", ""Dale Cook (singer)""]",False,0.731,6695.0,32607.0,182.6,133.4811
20260610_133821,94,327,ordered,,234,The theme tune to which TV show starts with the line Stick a pony in me pocket?,The Benny Hill Show,"[""Sunglasses Ron"", ""Lovely jubly"", ""Only Fools and Horses"", ""Voted Britain's Best Sitcom"", ""Only Fools and Horses..."", ""Only Fools"", ""Yernly Fyerls and Nesbits"", ""Only Fools & Horses"", ""Trotters International Traders Plc"", ""Once upon a time in peckham"", ""OF&H"", ""Nelson Mandella House"", ""Paddy The Greek"", ""Only Fools And Horses"", ""Trotters Independent Traders"", ""Only fools and horses"", ""George Trotter"", ""Peckham Echo""]",False,0.7309,6695.0,32607.0,182.63,133.4841
20260610_133821,95,328,ordered,,234,What word is given to a point in tennis which has to be replayed?,Let,"[""Let (disambiguation)"", ""Let"", ""LET"", ""LET (disambiguation)""]",True,0.7326,6693.0,32607.0,182.88,133.971
20260610_133821,96,329,ordered,,234,How many episodes of Prisoner: Cell Block H were made?,100,"[""692"", ""six hundred and ninety-two""]",False,0.7303,6689.0,32607.0,182.36,133.1795
20260610_133821,97,330,ordered,,234,Who is the last English-born player to win the men's singles title at Wimbledon?,"Fred Perry, 1936","[""Fred Perry"", ""Fred J. Perry"", ""Frederick John Perry""]",True,0.7329,6691.0,32607.0,181.01,132.656
20260610_133821,98,331,ordered,,234,"Which famous painter's surname was Harmenzoon van Rijn which translated as son of Harmen, of the Rhine?",Rembrandt,"[""Rembrandt"", ""Van Rejn"", ""Rembrandt Harmenszoon van Rijn"", ""Rembrandt van Riji"", ""Rembrandt Harmenzsoon van Rijn"", ""Reimbrond Vainrein"", ""Rembrand van Rijn"", ""Remberandt"", ""Rembrandt Harmenszoon Van Rijn"", ""Rembrant"", ""Rembrandt Harmensz. van Rijn"", ""Rembrandt Harmenszoon van Ryn"", ""Rembrandt van Rijn"", ""Rembrandt Van Rijn"", ""Rembrandt Harmensz van Rijn"", ""Rembrant van Rijn"", ""Rembrand""]",True,0.7325,6691.0,32607.0,182.38,133.5887
20260610_133821,99,332,ordered,,234,"In 1976, which gymnast scored 7 maximum scores of 10 as she won three gold medals, one silver and one bronze?",Nadia Comaneci,"[""Nadia Elena Comăneci"", ""Nadia Comăneci"", ""Comaneci"", ""Nadia Comenici"", ""Nadia Comeneci"", ""Comaneci, Nadia"", ""Nadia Comaneci"", ""Comăneci"", ""Nadia Elena Comaneci"", ""Nadia comeneci""]",True,0.7335,6693.0,32607.0,179.42,131.6071
20260610_133821,100,333,ordered,,234,"In years and days, how old was Luigina Giavotti when she won a silver medal in gymnastics in 1928, and is still the youngest medal winner today?",14 years and 10 days,"[""11 years and 302 days""]",False,0.7306,6689.0,32607.0,183.18,133.8369
