session_id,num_questions,mode,seed,start_index,question_number_in_session,question_index_in_dataset,question,model_answer,ground_truth_aliases,is_correct,processing_time,inference_time,local_total_time,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,energy_joules_estimate
20260630_114327,100,random,45,,57,12452,In October 2014 'Hudhud' was a catastrophic (what?) affecting parts of India and Nepal? Earthquake; Cyclone; Influenza; or Computer virus?,Cyclone,"[""Cyclone"", ""🌀"", ""Cyclonic"", ""Cyclones"", ""Cyclonic storm""]",True,0.0343,0.8128,0.847,7581.0,32607.0,174.43,141.769
20260630_114327,100,random,45,,58,4700,What company bought Time Warner in 2001 - the biggest merger in U.S. history?,AOL,"[""Aol 9.0"", ""AOL Games"", ""AOL"", ""AOL Canada"", ""AOL Pictures"", ""AOL Inc."", ""AOl"", ""Tacoda"", ""AOL 9.0VR"", ""AOL Small Business"", ""AOL Newsbloggers"", ""Control Video Corporation"", ""AOLer"", ""America On-Line"", ""America Online Inc."", ""Control Video"", ""America Online, Inc."", ""AOL Community Leaders"", ""AOL Search"", ""America On Line"", ""Aol"", ""My aol"", ""AOL keyword"", ""AOL LLC."", ""AOL Tech"", ""Aol customer service"", ""AOL Kids"", ""Aol highspeed"", ""America On-line"", ""Games.com"", ""AOL Television"", ""AOL, Inc."", ""AOL portal"", ""Aol games"", ""PC Link"", ""Quantum Computer Services"", ""AOL LLC"", ""Aol account"", ""American Online"", ""AOL News"", ""Aol.com"", ""Aol.de"", ""Aol billing"", ""AOL Inc"", ""Xdrive (website)"", ""AOL.com"", ""AOL Desktop"", ""AOL-er"", ""Urlesque"", ""America Online, Inc"", ""A.O.L."", ""Aol.co.uk"", ""AOL Running Man"", ""Aol."", ""AOL web portal"", ""Aol keyword"", ""America Online"", ""Xdrive.com""]",True,0.0349,0.8145,0.8494,7581.0,32607.0,175.18,142.6915
20260630_114327,100,random,45,,59,14924,Elizabeth Gaskill based her fictional village 'Cranford' on which place in Cheshire?,Knutsford,"[""Knuttesford"", ""High Legh Primary School"", ""High Legh primary shool"", ""Knutsford"", ""KNUTSFORD""]",True,0.0328,0.8254,0.8581,7581.0,32607.0,175.3,144.6856
20260630_114327,100,random,45,,60,2830,What ancient African nation is (at 2011) the most populated landlocked country of the world?,Ethiopia,"[""Ethiopean"", ""Ethiopai"", ""Ityoṗṗya"", ""Æthiopia"", ""AEthiopia"", ""Etiopia"", ""The Democratic Republic Of Ethiopia"", ""Ityop'pya"", ""Ītyōṗṗyā"", ""Ityop'ia"", ""Ethopian"", ""Ethiop"", ""Federal Democratic Republic of Ethiopia"", ""Etheopia"", ""Abbysinnia"", ""Abysinna"", ""Ityop'iya"", ""Abissinia"", ""Habeshistan"", ""Prehistory of Ethiopia"", ""Names of Ethiopia"", ""Ityoppya"", ""Ethiopia"", ""ISO 3166-1:ET"", ""ʾĪtyōṗṗyā"", ""Ethiopian"", ""Ethiopioa"", ""Name of Ethiopia"", ""FDRE"", ""Etymology of Ethiopia"", ""Federal Republic of Ethiopia"", ""ኢትዮጵያ""]",True,0.039,0.8257,0.8648,7582.0,32607.0,174.96,144.4682
20260630_114327,100,random,45,,61,12596,Who originated the 'Wall of Sound' record production technique?,Phil Spector,"[""Annette Records"", ""Phil spectre"", ""Phil Spector"", ""Harvey Philip Spector"", ""Phillip Spector"", ""Phil specter"", ""Philip Spector"", ""Phil spektor"", ""Phil Specter""]",True,0.0458,0.8175,0.8633,7578.0,32607.0,174.77,142.8784
20260630_114327,100,random,45,,62,2026,What do we call the selfless and virtuous practice of concern for the welfare of others?,Altruism,"[""Altruist"", ""Otherism"", ""Altruists"", ""Alturism"", ""Selfless action"", ""Problem of love"", ""Altruism (philosophy)"", ""Truist"", ""Altruistic"", ""Law of mutual aid"", ""Selflessly"", ""Unselfishness"", ""Altruistic behavior"", ""Digital altruism"", ""Altruistically"", ""The problem of love"", ""Altruistical"", ""ALTRUISM"", ""Altruism"", ""Altutrists""]",True,0.0345,0.8101,0.8446,7578.0,32607.0,176.09,142.6456
20260630_114327,100,random,45,,63,16880,Who was the Principal Conductor of the Halle Orchestra from 1943 to 1970?,Otto Klemperer,"[""Sir John Barbirolli"", ""Barbirolli"", ""Sir Barbirolli"", ""Barbirolli, Sir John"", ""SIR JOHN BARBIROLLI"", ""John Barbirolli""]",False,0.044,0.8189,0.8629,7578.0,32607.0,175.82,143.9823
20260630_114327,100,random,45,,64,950,Which clothing chain was founded by brothers Clemens and August Brenninkmeijer in 1841?,C&A,"[""C & A"", ""C and a"", ""C & a"", ""C&A Brenninkmeijer"", ""C and A"", ""C&A"", ""C&A Brenninkmeyer""]",True,0.0344,0.8076,0.842,7574.0,32607.0,175.65,141.8556
20260630_114327,100,random,45,,65,17801,"What ice cream company produces flavors such as Everything But The.., Neapolitan Dynamite, and Stephen Colbert's AmeriCone Dream?",Ben & Jerry's,"[""Free Cone Day"", ""Ben & Jerry’s"", ""Ben and jereys"", ""Ben and jerrey's"", ""Ben and Jerry's Homemade"", ""Ben & Jerry's Homemade"", ""Ben and jerry's"", ""Ben & Jerry's Ice Cream"", ""Ben and Jerry's"", ""Ben & Jerry"", ""Taste the Linsanity"", ""Ben & Jerry's Homemade, Inc."", ""Ben and Jerry"", ""Ben & Jerry's Free Cone Day"", ""Ben & Jerry's"", ""B&J"", ""Ben jerrys"", ""Ben & Jerrys"", ""Ben and jerrys""]",True,0.0384,0.8087,0.8471,7574.0,32607.0,175.39,141.8465
20260630_114327,100,random,45,,66,17057,Geoff Keegan was leader at which youth club on TV throughout the 1990s?,The Big Breakfast,"[""Geoff Keegan"", ""Biker Grove"", ""Crush (British band)"", ""Byker Grove"", ""Jellyhead"", ""Geoff Keagen""]",False,0.0307,0.8151,0.8458,7574.0,32607.0,174.63,142.3374
20260630_114327,100,random,45,,67,9452,In which 1984 film did Tom Hanks fall in love with a mermaid?,Splash,"[""Splash (disambiguation)"", ""Splash (band)"", ""Splash (album)"", ""Splash! (disambiguation)"", ""Splash (group)"", ""SPLASH"", ""Splash (American band)"", ""Splash (musical group)"", ""Splash""]",True,0.0306,0.8156,0.8463,7574.0,32607.0,174.86,142.6237
20260630_114327,100,random,45,,68,10428,Which shipping forecast area is directly north of German Bight?,North Sea,"[""Fisher"", ""Fishers"", ""Fisher (disambiguation)""]",False,0.0339,0.8113,0.8452,7574.0,32607.0,174.67,141.7067
20260630_114327,100,random,45,,69,9858,The ancient city of Troy is located in what modern country?,Turkey,"[""Turkey"", ""Turkey (country)"", ""Türkiye Respublikasi"", ""Turky"", ""Turkei"", ""Tuerkiye Cumhuriyeti"", ""Tuerkiye"", ""Turquie"", ""ISO 3166-1:TR"", ""Turquia"", ""TurkeY"", ""Turkey (Country)"", ""Turkiye"", ""Turkey (state)"", ""Terky"", ""Republic of Turkey"", ""Türkiye"", ""Turkish Republic"", ""Republic of Turkiye"", ""Turkish republic"", ""The Republic of Turkey"", ""Turkey (nation)"", ""Türkiye Respublikası"", ""Türkei"", ""Tuerkei"", ""Turkiye Cumhuriyeti"", ""TURKEY"", ""Republic of turkey"", ""Etymology of Turkey"", ""Turkie"", ""Turkia"", ""Türkiye Cumhuriyeti""]",True,0.0424,0.8169,0.8592,7574.0,32607.0,175.6,143.4403
20260630_114327,100,random,45,,70,5509,Who wrote the play She Stoops to Conquer?,Oliver Goldsmith,"[""O. Goldsmith"", ""Goldsmithian"", ""Oliver Goldsmith"", ""The Citizen of the World"", ""Inspired Idiot""]",True,0.036,0.8141,0.85,7574.0,32607.0,175.07,142.5182
20260630_114327,100,random,45,,71,5992,"Which daily newspaper was founded in 1903 by Alfred Harmsworth as a 'newspaper for women, run by women'?",The Daily Mail,"[""The Daily Mirror"", ""London Daily Mirror"", ""Irish Daily Mirror"", ""Irish Mirror"", ""Mirror (UK)"", ""Mirror.co.uk"", ""Daily Mirror"", ""The Mirror (United Kingdom)"", ""Celeb on Sunday"", ""The Scurra"", ""The Sunday Pictorial"", ""Monday Mania"", ""Mirror Online"", ""The Sunday Mirror"", ""We Love Telly""]",False,0.0423,0.8209,0.8633,7574.0,32607.0,175.69,144.2291
20260630_114327,100,random,45,,72,328,What word is given to a point in tennis which has to be replayed?,Let,"[""Let (disambiguation)"", ""Let"", ""LET"", ""LET (disambiguation)""]",True,0.0397,0.8218,0.8615,7574.0,32607.0,175.02,143.8297
20260630_114327,100,random,45,,73,9159,Which musical instrument was patented in Berlin by Freidrich Buschmann in 1822,The harmonium,"[""Fisarmonica"", ""Accordion"", ""Akkordeon"", ""Accordian"", ""Aeoline"", ""Accordions"", ""Accordionist"", ""Accordeon""]",False,0.0343,0.8161,0.8503,7575.0,32607.0,174.95,142.7721
20260630_114327,100,random,45,,74,1630,Stinking Bishop is a variety of which fruit?,Pear,"[""Pear (fruit)"", ""Pear tree"", ""Pear"", ""Culture of pear"", ""🍐"", ""Pear juice"", ""Pearwood"", ""Pyrus""]",True,0.0322,0.8107,0.8429,7575.0,32607.0,175.91,142.6097
20260630_114327,100,random,45,,75,13147,"Who was ousted as Panama's leader after a 1989 US invasion ordered by President George H.W. Bush, was convicted of drug racketeering and related charges in 1992, and was extradited to France at the end of April 2010 on charges of laundering around US$3 million in drug proceeds by buying luxury apartments in Paris?",Manuel Noriega,"[""Manuel Antonio Noriega Moreno"", ""Manuel Noreiga"", ""Noriega Moreno, Manuel Antonio"", ""Manuel Noriega Morena"", ""General Noriega"", ""Manuel Noriega"", ""Manny Noriega"", ""Manuel Antonio Noriega Morena"", ""Manuel Noriega Moreno"", ""Manuel Antonio Noriega"", ""Manuel Noregia"", ""Manuel noriega""]",True,0.0415,0.8186,0.8601,7577.0,32607.0,176.5,144.476
20260630_114327,100,random,45,,76,3366,Jimmy Wales and Larry Sanger founded which website in 2001?,Wikipedia,"[""Wikkippedia"", ""Critical reception of Wikipedia"", ""WikiPedia"", ""Vikipedia"", ""Wikimedia in pop culture"", ""Validity of wikipedia"", ""Www.wikipedia.com"", ""Wikipidian"", ""Wikipidia"", ""Whikipedia"", ""Википедија"", ""W'pedia"", ""The Free Encyclopaedia"", ""Wikpedia"", ""WikipÆdia"", ""Wikipiedia"", ""Explicit content in Wikipedia"", ""WWikipedia"", ""The free encyclopedia that anyone can edit"", ""위키피디아"", ""วิกิพีเดีย"", ""Oiquipedià"", ""WIKIPEDIA"", ""Wikipedia, the free encyclopedia"", ""Wikepedia"", ""Wiki-pedia"", ""Eureka (iPhone application)"", ""विकिपीडिया"", ""Wikipediable"", ""Wikipedia.org"", ""Vicipaedius"", ""WIKIpedia"", ""Wikipedia Copyright"", ""Wikipedia forks"", ""The Free Encyclopedia"", ""Vicipaedium"", ""Википедиja"", ""WikiPedians"", ""Wicipǣdia"", ""Wikipedia.net"", ""WikiMe"", ""Wikipedia in web comics"", ""Wikiepda"", ""Censorship in wikipedia"", ""Wikipedia"", ""Wikipedia Parody"", ""Wikpeida"", ""Wikipedia copyright issues"", ""Gueiquipedia"", ""Wikipedia in media"", ""Wikipédien"", ""Wikipediae"", ""Wikipedia mobile"", ""Wicipaedia"", ""Wikopedia"", ""Wikipedia mirrors"", ""ویکیپدیا"", ""Wikipedai"", ""Wikipediah"", ""The five pillars of Wikipedia"", ""వికిపీడియా"", ""Wikipedia, the free encyclopedia that anyone can edit"", ""Wikipedia's"", ""Mirrors of Wikipedia"", ""WikipediA The Free Encyclopedia"", ""Wiki pedia"", ""Вікіпедія"", ""Wikipeidea"", ""Vicipeid"", ""Mobile Wikipedia"", ""Wikipædia"", ""Wikipedia in law"", ""Wikipedia censorship"", ""Wikipieda"", ""Wikipedia - the Free Encyclopedia"", ""Wikipedia the free encycolpedia"", ""Wiikipedia"", ""Vikipiedija"", ""Wiki Pedia"", ""Wikipediya"", ""Wikipedia."", ""WIkipedia"", ""WikiPaedia"", ""Pillars of wikipedia"", ""Wikipidya"", ""Wikpedian"", ""Վիքիպեդիա"", ""Parody of Wikipedia"", ""Wicapedia"", ""Praise of wikipedia"", ""Wkipedia"", ""Wikipdia"", ""維基大典"", ""Five pillars of Wikipedia"", ""WikipediA"", ""Vicipedia"", ""Wikippedia"", ""Policies and guidelines of Wikipedia"", ""Wikipedia software"", ""Wikipedia traffic"", ""Wikipedia and public opinion"", ""Wikipidiya"", ""Wikipanion"", ""ויקיפעדיע"", ""Parodies of Wikipedia"", ""Oiquipedia"", ""Guiquipedia"", ""The Wikipedia Signpost"", ""Wikipedia (website)"", ""Wiki-Pedia"", ""Wikipedija"", ""WIkitality"", ""Wikipedi"", ""Wikipedia servers"", ""ويكيبيديا"", ""Wikipeda"", ""Wikipaedia"", ""விக்கிபீடியா"", ""WikiPDA"", ""ვიკიპედია"", ""Wikipeedia"", ""Wikipedia Bias"", ""Vicipedius"", ""위키백과"", ""Wikimedia in popular culture"", ""Wikipedia The Free Encyclopedia"", ""Wéijībǎikē"", ""WikipediaDotorg"", ""Wikipeida"", ""Wikipedia welcome"", ""Wkpedia"", ""Wikiepdia"", ""Wikipedia in webcomics"", ""Vicipedium"", ""Www.wikipedia.org"", ""Wikipedia page"", ""Wikipeia"", ""Wikipaedius"", ""The Wikipedia"", ""Wikipedius"", ""Kiwi (iPhone application)"", ""Wikigroan"", ""Wikipedia.info"", ""IPedia"", ""Qwikipedia"", ""Wikipedia-Supported Software"", ""Censorship by Wikipedia"", ""Systemic bias in Wikipedia"", ""WİKİPEDİA"", ""Encyclopedia (iPhone application)"", ""Wikapedia"", ""Volunteer Response Team"", ""Wikipedea"", ""Wikipedia article"", ""Википедию"", ""Википеди"", ""Wikipede"", ""Wikiedia"", ""Wikiamo"", ""Economic effects of Wikipedia"", ""Wikipdeia"", ""Wîkîpediya"", ""Systemic bias of Wikipedia"", ""Impact of Wikipedia"", ""Wikipedia mobile access"", ""Wikipedia entry"", ""വിക്കിപീഡിയ"", ""ವಿಕಿಪೀಡಿಯ"", ""Wikkipedia"", ""Wikipedia fork"", ""Wekepedia"", ""GeoPedia"", ""Wickipedia"", ""Wikipedia, the Free Encyclopedia"", ""Economy of wikipedia"", ""Wikipedia Encyclopedia"", ""Wikepidea"", ""Wikipedien"", ""Wikipedia.com"", ""Dispute resolution on Wikipedia"", ""Volunteer response team"", ""Wikipedia, The Free Encyclopedia"", ""Wikipeida.org"", ""Wikipedist"", ""Википедия"", ""Wiikiipedia""]",True,0.031,0.8174,0.8484,7577.0,32607.0,174.41,142.5648
20260630_114327,100,random,45,,77,96,Which film director guested as the FBI Director in The Silence of the Lambs?,Jonathan Demme,"[""The Doorway (film)"", ""Roger William Corman"", ""Roger Corman""]",False,0.0383,0.8224,0.8607,7577.0,32607.0,175.42,144.2657
20260630_114327,100,random,45,,78,11870,Which British Prime Minister married Gladys Mary Baldwin on January 1st 1940?,Winston Churchill,"[""A week is a long time in politics"", ""Sir Harold Wilson"", ""Shadow Cabinet of Harold Wilson"", ""Harold Wilson, Baron Wilson of Rievaulx"", ""James Harold Wilson"", ""First Shadow Cabinet of Harold Wilson"", ""Harold Wilson's"", ""Wilson, Harold"", ""James Harold Wilson, Baron Wilson of Rievaulx"", ""Harold Wilson"", ""HAROLD WILSON"", ""Baron Wilson of Rievaulx Wilson Harold"", ""Baron Wilson of Rievaulx"", ""Shadow Cabinet of Harold Wilson I""]",False,0.0311,0.8128,0.8439,7577.0,32607.0,174.97,142.2141
20260630_114327,100,random,45,,79,9121,What is vellum parchment made from,Sheepskin,"[""Calfskin"", ""Calf-skin"", ""Calf skin"", ""Veau velours"", ""Chickenskin""]",False,0.0442,0.804,0.8482,7577.0,32607.0,176.39,141.8121
20260630_114327,100,random,45,,80,14907,"Cardonagh, the most northerly town in Ireland is in which county?",Donegal,"[""Dun na nGall"", ""Donegal"", ""Donegal town"", ""DONEGAL"", ""Donegal, Ireland"", ""Dún na nGall"", ""Donegal Borough"", ""Donegal Town"", ""Donegal, ireland""]",True,0.0354,0.8105,0.8459,7577.0,32607.0,174.89,141.7517
20260630_114327,100,random,45,,81,14389,The Aran Islands are located at the mouth of which bay?,Galway Bay,"[""Galway Bay Drowning Tragedy"", ""Loch Lurgain"", ""Galway Bay drowning tragedy"", ""Galway Bay""]",True,0.0362,0.8118,0.8481,7577.0,32607.0,174.63,141.7717
20260630_114327,100,random,45,,82,6569,On which part of the body would a Japanese person wear a geta?,On the feet,"[""Foot fracture"", ""Human feet"", ""Foot muscles"", ""Pedis"", ""Dorsum of foot"", ""Joints of foot"", ""Plates of meat"", ""Muscles of the Feet"", ""Foot dorsum"", ""Foot"", ""Joints of the foot"", ""Articulatio pedis"", ""Broken foot"", ""Foot (anatomy)"", ""Articulationes pedis"", ""Foot type"", ""Insteps"", ""Articulations of foot"", ""Human foot"", ""Foot sweat"", ""Instep"", ""Feet"", ""Foot deformities"", ""Foot taboo"", ""Foot fractures""]",True,0.0477,0.8149,0.8626,7577.0,32607.0,174.83,142.4626
20260630_114327,100,random,45,,83,10792,"Timothy Q Mouse, Mr Stork and Jim Crow are all characters in which Disney film?",The Aristocats,"[""Dumbo (film)"", ""Dumbo the Elephant"", ""Mrs. Jumbo"", ""Dumbo (character)"", ""Timothy Q. Mouse"", ""Dumbo (movie)"", ""Dumbo the Flying Elephant and Timothy the Mouse"", ""Timothy the Mouse"", ""When I See an Elephant Fly"", ""Dumbo"", ""Dumbo II"", ""Casey Junior"", ""Helen Aberson""]",False,0.036,0.8103,0.8463,7577.0,32607.0,173.76,140.8006
20260630_114327,100,random,45,,84,8870,How many Bond themes did Shirley Bassey sing,10,"[""3"", ""Three"", ""three""]",False,0.0439,0.8053,0.8492,7577.0,32607.0,175.52,141.3383
20260630_114327,100,random,45,,85,7940,Who won the 'Oscar' for Best Actress in the 1950's film'Born Yesterday'?,Judy Holliday,"[""Judith Tuvim"", ""Judy Holiday"", ""Judy Holliday"", ""Holliday, Judy"", ""JUDY HOLLIDAY""]",True,0.0483,0.8106,0.8589,7577.0,32607.0,175.08,141.9155
20260630_114327,100,random,45,,86,16993,"Which comedian, whose real name was Charles Springall, reached number one in 1958 with 'Splish, Splash'?",Tommy Steele,"[""CHARLIE DRAKE"", ""Charles Springall"", ""Charlie Drake"", ""Mick and Montmorency"", ""Charles Edward Springall""]",False,0.0448,0.8194,0.8641,7576.0,32607.0,175.24,143.5829
20260630_114327,100,random,45,,87,7375,"Which Italian sauce for pasta contains tomato, black olives, capers, anchovies and red peppers? The name translates as 'whore’s style'?",Puttanesca,"[""Sugo alla puttanesca"", ""Spaghetti alla puttanesca"", ""Puttenesca"", ""Pettenesca"", ""Pasta Puttanesca"", ""Putanesca"", ""Pasta alla Puttanesca"", ""Puttanesca"", ""Salsa puttanesca"", ""Spaghetti alla Puttanesca"", ""Pasta alla puttanesca""]",True,0.0434,0.8146,0.858,7576.0,32607.0,175.49,142.9579
20260630_114327,100,random,45,,88,16180,Which village in south-central Scotland became a UNESCO World Heritage Site in 2001?,New Lanark,"[""New Lanark"", ""NEW LANARK""]",True,0.0457,0.8155,0.8612,7576.0,32607.0,175.79,143.3519
20260630_114327,100,random,45,,89,906,The Transandine Railway runs between which two South American countries?,Argentina and Chile,"[""Chile and Argentina""]",False,0.0388,0.8098,0.8486,7576.0,32607.0,176.06,142.5806
20260630_114327,100,random,45,,90,4871,David Stern was the commissioner of what organization?,NBA,"[""Nmba"", ""Nationa Basketball Association"", ""The N. B. A."", ""Nba rules"", ""N.B.A."", ""N. B. A."", ""N B A"", ""The N B A"", ""National basketball association"", ""NBA history"", ""NBA.com"", ""NBA"", ""En bee ay"", ""The National Basketball Association"", ""NBA Cares"", ""The NBA"", ""NBA rules"", ""Nba basketball"", ""NBA teams"", ""The N.B.A."", ""UNK NBA"", ""National Basketball Association"", ""Nba.com"", ""NBA president"", ""History of NBA"", ""Nba""]",True,0.036,0.8104,0.8464,7576.0,32607.0,176.13,142.738
20260630_114327,100,random,45,,91,743,How many medals did the United States win at the 2010 Winter Olympics?,37,"[""thirty-seven"", ""37""]",True,0.0367,0.8146,0.8513,7576.0,32607.0,175.25,142.7571
20260630_114327,100,random,45,,92,8607,"Which British sculptor is famed for simple geometric shapes carved in wood, stone, bronze and alabaster, such as Pierced Form and Four Square?",Barbara Hepworth,"[""Dame Barbara Hepworth"", ""Barbara Hepworth"", ""(Barbara) Hepworth""]",True,0.0432,0.8157,0.8588,7576.0,32607.0,175.27,142.9591
20260630_114327,100,random,45,,93,15715,Which vegetable has the Latin name alium cepa?,Onion,"[""Onion skins"", ""Allium angolense"", ""Onion"", ""Bulb onion"", ""Allium nigritanum"", ""Onion fruit"", ""Kaanda"", ""Allium salota"", ""Pyaz"", ""Dry onion"", ""Allium cepa"", ""Garden onion"", ""Bulb onions"", ""Allium aobanum"", ""Onions"", ""Onion set"", ""Spanish onion""]",True,0.0468,0.8119,0.8587,7576.0,32607.0,174.26,141.4785
20260630_114327,100,random,45,,94,3115,"Messina, founded by ancient Greeks, site of a 1908 seismic disaster, is the main port of which island?",Sicily,"[""Trinacrian"", ""Jewel of the Mediterranean"", ""Sicily, Italy"", ""Sicily"", ""Sicilia"", ""Sicilly"", ""Island of Sicily"", ""Sicily (Italy)""]",True,0.0386,0.8138,0.8524,7576.0,32607.0,174.62,142.1005
20260630_114327,100,random,45,,95,5729,Dr Gunther Van Hagens caused controversy on TV by performing which medical procedure live?,He removed a man’s appendix.,"[""AN AUTOPSY"", ""The Autopsy""]",False,0.0461,0.813,0.8591,7576.0,32607.0,175.13,142.3775
20260630_114327,100,random,45,,96,7025,In which decade of the 17th Century was the new model army created?,1640s,"[""40’s"", ""40-49"", ""40s"", ""40's""]",True,0.0446,0.8159,0.8606,7576.0,32607.0,175.38,143.099
20260630_114327,100,random,45,,97,2065,Which Internet site was founded by Jimmy Wales in 2001?,Wikipedia,"[""Wikkippedia"", ""Critical reception of Wikipedia"", ""WikiPedia"", ""Vikipedia"", ""Wikimedia in pop culture"", ""Validity of wikipedia"", ""Www.wikipedia.com"", ""Wikipidian"", ""Wikipidia"", ""Whikipedia"", ""Википедија"", ""W'pedia"", ""The Free Encyclopaedia"", ""Wikpedia"", ""WikipÆdia"", ""Wikipiedia"", ""Explicit content in Wikipedia"", ""WWikipedia"", ""The free encyclopedia that anyone can edit"", ""위키피디아"", ""วิกิพีเดีย"", ""Oiquipedià"", ""WIKIPEDIA"", ""Wikipedia, the free encyclopedia"", ""Wikepedia"", ""Wiki-pedia"", ""Eureka (iPhone application)"", ""विकिपीडिया"", ""Wikipediable"", ""Wikipedia.org"", ""Vicipaedius"", ""WIKIpedia"", ""Wikipedia Copyright"", ""Wikipedia forks"", ""The Free Encyclopedia"", ""Vicipaedium"", ""Википедиja"", ""WikiPedians"", ""Wicipǣdia"", ""Wikipedia.net"", ""WikiMe"", ""Wikipedia in web comics"", ""Wikiepda"", ""Censorship in wikipedia"", ""Wikipedia"", ""Wikipedia Parody"", ""Wikpeida"", ""Wikipedia copyright issues"", ""Gueiquipedia"", ""Wikipedia in media"", ""Wikipédien"", ""Wikipediae"", ""Wikipedia mobile"", ""Wicipaedia"", ""Wikopedia"", ""Wikipedia mirrors"", ""ویکیپدیا"", ""Wikipedai"", ""Wikipediah"", ""The five pillars of Wikipedia"", ""వికిపీడియా"", ""Wikipedia, the free encyclopedia that anyone can edit"", ""Wikipedia's"", ""Mirrors of Wikipedia"", ""WikipediA The Free Encyclopedia"", ""Wiki pedia"", ""Вікіпедія"", ""Wikipeidea"", ""Vicipeid"", ""Mobile Wikipedia"", ""Wikipædia"", ""Wikipedia in law"", ""Wikipedia censorship"", ""Wikipieda"", ""Wikipedia - the Free Encyclopedia"", ""Wikipedia the free encycolpedia"", ""Wiikipedia"", ""Vikipiedija"", ""Wiki Pedia"", ""Wikipediya"", ""Wikipedia."", ""WIkipedia"", ""WikiPaedia"", ""Pillars of wikipedia"", ""Wikipidya"", ""Wikpedian"", ""Վիքիպեդիա"", ""Parody of Wikipedia"", ""Wicapedia"", ""Praise of wikipedia"", ""Wkipedia"", ""Wikipdia"", ""維基大典"", ""Five pillars of Wikipedia"", ""WikipediA"", ""Vicipedia"", ""Wikippedia"", ""Policies and guidelines of Wikipedia"", ""Wikipedia software"", ""Wikipedia traffic"", ""Wikipedia and public opinion"", ""Wikipidiya"", ""Wikipanion"", ""ויקיפעדיע"", ""Parodies of Wikipedia"", ""Oiquipedia"", ""Guiquipedia"", ""The Wikipedia Signpost"", ""Wikipedia (website)"", ""Wiki-Pedia"", ""Wikipedija"", ""WIkitality"", ""Wikipedi"", ""Wikipedia servers"", ""ويكيبيديا"", ""Wikipeda"", ""Wikipaedia"", ""விக்கிபீடியா"", ""WikiPDA"", ""ვიკიპედია"", ""Wikipeedia"", ""Wikipedia Bias"", ""Vicipedius"", ""위키백과"", ""Wikimedia in popular culture"", ""Wikipedia The Free Encyclopedia"", ""Wéijībǎikē"", ""WikipediaDotorg"", ""Wikipeida"", ""Wikipedia welcome"", ""Wkpedia"", ""Wikiepdia"", ""Wikipedia in webcomics"", ""Vicipedium"", ""Www.wikipedia.org"", ""Wikipedia page"", ""Wikipeia"", ""Wikipaedius"", ""The Wikipedia"", ""Wikipedius"", ""Kiwi (iPhone application)"", ""Wikigroan"", ""Wikipedia.info"", ""IPedia"", ""Qwikipedia"", ""Wikipedia-Supported Software"", ""Censorship by Wikipedia"", ""Systemic bias in Wikipedia"", ""WİKİPEDİA"", ""Encyclopedia (iPhone application)"", ""Wikapedia"", ""Volunteer Response Team"", ""Wikipedea"", ""Wikipedia article"", ""Википедию"", ""Википеди"", ""Wikipede"", ""Wikiedia"", ""Wikiamo"", ""Economic effects of Wikipedia"", ""Wikipdeia"", ""Wîkîpediya"", ""Systemic bias of Wikipedia"", ""Impact of Wikipedia"", ""Wikipedia mobile access"", ""Wikipedia entry"", ""വിക്കിപീഡിയ"", ""ವಿಕಿಪೀಡಿಯ"", ""Wikkipedia"", ""Wikipedia fork"", ""Wekepedia"", ""GeoPedia"", ""Wickipedia"", ""Wikipedia, the Free Encyclopedia"", ""Economy of wikipedia"", ""Wikipedia Encyclopedia"", ""Wikepidea"", ""Wikipedien"", ""Wikipedia.com"", ""Dispute resolution on Wikipedia"", ""Volunteer response team"", ""Wikipedia, The Free Encyclopedia"", ""Wikipeida.org"", ""Wikipedist"", ""Википедия"", ""Wiikiipedia""]",True,0.0488,0.8114,0.8602,7576.0,32607.0,175.65,142.5192
20260630_114327,100,random,45,,98,3002,"Which country since the late 1900s has governed/overseen the increasing independence of the New Caledonia archipelago, east of Australia?",France,"[""La Republique francaise"", ""Franciaország"", ""La Republique française"", ""Belle France"", ""FRANCE"", ""Republique française"", ""France"", ""Ranska"", ""Franciaorszag"", ""French Republic"", ""République francaise"", ""République française"", ""ISO 3166-1:FR"", ""Frankreich"", ""France (country)"", ""Etymology of France"", ""FrancE"", ""La République française"", ""People of France"", ""Republic of France"", ""Fracne"", ""Le France"", ""The French Republic"", ""Republique francaise"", ""The Republic of France"", ""La République francaise"", ""La France"", ""Rain in France"", ""Republic of france"", ""FRance"", ""Frakkland"", ""Climate of France"", ""Franse""]",True,0.0346,0.8101,0.8447,7576.0,32607.0,175.05,141.8156
20260630_114327,100,random,45,,99,2119,IBM Halt is one of nine railway stations in which Clydeside town?,Glasgow,"[""Greenock, Renfrewshire"", ""Greenock, Inverclyde"", ""Greenock"", ""Famous Greenockians"", ""Famous greenockians"", ""Greenock, Scotland"", ""Port of Greenock""]",False,0.032,0.8179,0.8499,7576.0,32607.0,175.95,143.915
