session_id,question_number_in_session,question_index_in_dataset,mode,seed,start_index,question,model_answer,ground_truth_aliases,is_correct,elapsed_time_seconds,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,energy_joules_estimate
20260610_131321,55,12455,random,42,,Name Tchaikovsky's famous ballet which begins on Christmas Eve?,The Nutcracker,"[""Candy Cane (ballet)"", ""Casse-Noisette"", ""Nutcracker Suite"", ""Dance of the Sugar Plum Fairy"", ""The Nutcracker Suite"", ""Mouse King (ballet)"", ""Dolls (ballet)"", ""The nutcracker ballet"", ""Nutcracker (Tchaikovsky)"", ""Coffee (ballet)"", ""Shchelkunchik"", ""Der nussknacker"", ""Frau Stahlbaum"", ""Herr Drosselmeier"", ""Dr. and Frau Stahlbaum"", ""Mother Ginger"", ""Marzipan (ballet)"", ""Sugar Plum Fairy"", ""Hot Chocolate (ballet)"", ""Nutcracker Prince"", ""Nutcracker suite"", ""Dance Of The Sugar Plum Fairy"", ""Soldier (ballet)"", ""The Nutcracker Ballet"", ""Cavalier (ballet)"", ""Dr. & Frau Stahlbaum"", ""Waltz of the Flowers"", ""Nutcracker (ballet)"", ""Herr Drosselmeyer"", ""Flowers (ballet)"", ""Tea (ballet)"", ""Sugarplum (ballet)"", ""Dance of the Mirlitons"", ""Mouse King"", ""Dance of the Sugarplum Fairy"", ""Dewdrop (ballet)"", ""Dr. Stahlbaum"", ""Nutcracker Ballet"", ""The Nutcracker""]",True,0.7336,6709.0,32607.0,177.28,130.0527
20260610_131321,56,9108,random,42,,Who duetted with Aretha Franklin on Sisters Are Doing It For Themselves,Madonna,"[""Annie lennox"", ""Annie Lenox"", ""Annie Lennox"", ""Ann Lennox""]",False,0.7328,6711.0,32607.0,182.07,133.4179
20260610_131321,57,14857,random,42,,"In the British Army, which commissioned rank is indicated by a crown on each shoulder?",Colonel,"[""Major"", ""Acting Major"", ""Major de Vaisseau"", ""Maj."", ""Acting major"", ""1st Major"", ""Major (military)"", ""Major (Australia)"", ""Major (rank)"", ""2nd Major"", ""The major"", ""Chef de bataillon""]",False,0.746,6750.0,32607.0,181.71,135.5564
20260610_131321,58,11954,random,42,,The Uffizi and the Bargello are among the museums of art in which European city ?,Florence,"[""UN/LOCODE:ITFLR"", ""Folrenz"", ""Firenze, Italy"", ""פירנצה"", ""Montughi"", ""Firenze"", ""Gualfonda"", ""FLORENCE"", ""Florentine"", ""Frorence"", ""Florence (Italy)"", ""Florence"", ""Florence, Italy""]",True,0.742,6701.0,32607.0,181.54,134.6947
20260610_131321,59,5329,random,42,,Who composed the first ever concerto for tuba and orchestra?,Joseph Haydn,"[""Ralph Vaughan Williams"", ""Ballets by Ralph Vaughan Williams"", ""Ralph Vaughan-Williams"", ""Ralph Von Willams"", ""Vaughn Williams"", ""Vaughan Williams OM"", ""Vaughn williams"", ""Vaughan-Williams"", ""Vaughan Williams"", ""Ralph van williams"", ""Vaughn-Williams"", ""%22Ralph Vaughn-Williams%22"", ""Ralph Vaughn Williams"", ""Ralph Vaughan Williams OM"", ""Ralph Vaughan WIlliams"", ""Ralph Vaughn-Williams"", ""Vaughan williams""]",False,0.7361,6711.0,32607.0,181.1,133.3101
20260610_131321,60,12130,random,42,,Which English novelist is best known for his Father Brown detective series?,G. K. Chesterton,"[""Chesterton, G"", ""G.K.Chesterton"", ""Gilbert K. Chesterton"", ""Gilbert chesterton"", ""Gilbert Keith Chesterton (author)"", ""Gilbert Keith Chesterton"", ""Chesteron, Gilbert Keith"", ""Gilbert Keith"", ""Gk chesterton"", ""G K Chesterton"", ""G Chesterton"", ""GK Chesterton"", ""GKC"", ""G.k. chesterton"", ""G. K. Chesterton"", ""Gilbert Chesterton"", ""G.K. Chesterton"", ""Chesterton's fence""]",True,1.0966,6724.0,32607.0,161.03,176.5928
20260610_131321,61,11641,random,42,,Which World War 2 American general was known as 'Vinegar Joe'?,George S. Patton,"[""Stilwell"", ""Stillwell"", ""Stilwell (disambiguation)""]",False,1.0894,6736.0,32607.0,160.71,175.0846
20260610_131321,62,6865,random,42,,Who was the mother of Queen Mary 1st of England?,Queen Elizabeth 1st,"[""Catherine of Aragon in Popular Culture"", ""Catalina de Aragón y Castilla"", ""THE KING'S GREAT MATTER"", ""Catherine, Princess of Wales"", ""Catherine d'Aragon"", ""The King's %22great matter%22"", ""Infanta Catalina de Aragon y Castilla"", ""%22King's Great Matter%22"", ""The king's %22Great Matter%22"", ""The King's Great Matter"", ""Catarina Of Aragon"", ""Katherine of aragon"", ""Queen Catherine of Aragon"", ""Catherine of England"", ""Katharine of Aragón"", ""Katherine of Aragon"", ""Catalina of Aragon"", ""King's %22great matter%22"", ""Catherine of aragon in popular culture"", ""Catherine of Aragón"", ""King's Great Matter"", ""Catherine of Aragon"", ""Catherine Of Aragon"", ""Queen Katherine of Aragon"", ""Infanta Catalina de Aragón y Castilla"", ""Catharine of Aragon"", ""Catherine of aragon"", ""Catalina de Aragon y Castilla"", ""Catherine of Aragon in popular culture"", ""Katharine of Aragon""]",False,1.093,6717.0,32607.0,160.07,174.9547
20260610_131321,63,8748,random,42,,Which member of Led Zeppelin appeared at Glastonbury this year with his current band The Sensational Space Shifters?,Robert Plant,"[""Karac Plant"", ""Rob Plant"", ""Robert Anthony Plant"", ""Robert plant"", ""Robert Plant"", ""Robbie plant"", ""Robert Plant & The Strange Sensation"", ""Bob Plant""]",True,1.1009,6728.0,32607.0,160.62,176.8209
20260610_131321,64,2339,random,42,,Which Scottish engineer gave the first public demonstration of TV?,John Logie Baird,"[""John L. Baird"", ""(John Logie) BAIRD"", ""Electromechanical TV"", ""Electromechanical tv"", ""Baird Television Ltd."", ""John Logie Baird Ltd"", ""Logie Baird"", ""John Logie Baird Centre"", ""John Logie Baird""]",True,1.088,6709.0,32607.0,161.17,175.354
20260610_131321,65,5607,random,42,,On which town or city's beach did John Stonehouse do his Reggie Perrin (disappearing act)?,Weston-super-Mare,"[""M I A M I"", ""MIAMI"", ""M.I.A.M.I."", ""M. I. A. M. I.""]",False,1.0926,6664.0,32607.0,162.49,177.5414
20260610_131321,66,17502,random,42,,Las Vegas is situated in which US State?,Nevada,"[""Silver State"", ""Nevada, United States"", ""Sports in Nevada"", ""Geography of Nevada"", ""US-NV"", ""Nevada's Southern Boundary 1861-1867"", ""Transportation in Nevada"", ""The Sagebrush State"", ""NV (state)"", ""Education in Nevada"", ""Religion in Nevada"", ""Nevadian"", ""36th State"", ""The Battle Born State"", ""Thirty-Sixth State"", ""Nev."", ""Demographics of Nevada"", ""Navada"", ""Nevada Annulment"", ""Nevada, USA"", ""Climate of Nevada"", ""Economy of Nevada"", ""Thirty-sixth State"", ""State of Nevada"", ""Politics of Nevada"", ""Nevadan"", ""Silver state"", ""Nevada (U.S. state)"", ""The Silver State"", ""Tikaboo Valley"", ""Nevada (state)"", ""Battle Born State"", ""Transport in Nevada"", ""Nevada""]",True,1.0859,6662.0,32607.0,161.61,175.4941
20260610_131321,67,8021,random,42,,Which novel features the scholar 'Humbert Humbert'?,Lolita,"[""The Hunted Enchanters"", ""'LOLITA'"", ""Enchanted Hunters"", ""The Enchanted Hunters"", ""List of Lolita characters"", ""Lolita Haze"", ""Confessions of a White Widowed Male"", ""Lolita (novel)"", ""Lolitha"", ""Lolita (movie)"", ""Confession of a white widowed male"", ""Hunted Enchanters"", ""Lolita (book)"", ""Lolitas"", ""Humbert Humbert (Lolita)"", ""Clare Quilty"", ""Nymphette"", ""Lolita Method"", ""The Confessions of a White Widowed Male"", ""Dolores Haze"", ""Richard F. Schiller"", ""Lolita"", ""Humbert Humbert""]",True,1.082,6662.0,32607.0,160.73,173.9159
20260610_131321,68,5354,random,42,,"What electrical property, the reciprocal of resistivity, has the SI units Siemens per metre?",Conductivity,"[""Conductivity (disambiguation)"", ""Conductivity""]",True,1.0852,6664.0,32607.0,159.24,172.8003
20260610_131321,69,15147,random,42,,At what age does an individual first become entitled to a free TV licence?,75,"[""75"", ""seventy-five""]",True,1.0819,6664.0,32607.0,159.97,173.0727
20260610_131321,70,12433,random,42,,The expression 'Go West' originally (mid-1800s) encouraged people to move from/within?,The East,"[""The United States of America"", ""United States Of Amerca"", ""Us of a"", ""U.–S.–A."", ""Americaland"", ""United States (U.S.A.)"", ""Amurika"", ""Unite states of america"", ""United States of America (redirect)"", ""The U S A"", ""Unietd States"", ""EE UU"", ""The U.S.A."", ""U.-S.-A."", ""Usa"", ""United Staets of America"", ""Unites States"", ""États-Unis d'Amérique"", ""Verenigde State"", ""U.–S."", ""The United States of America."", ""The U-S-A"", ""EEUU"", ""U. S. A."", ""Nagkaisang mga Estado"", ""The U. S. of America"", ""The USA"", ""America (United States)"", ""The U. S. A."", ""U S of America"", ""UNITED STATES"", ""Estados Unidos"", ""The U–S"", ""American United States"", ""US and A"", ""Unitd states"", ""The US of A"", ""EE.UU."", ""U-S"", ""The U-S"", ""Etymology of the United States"", ""U.S.A.)"", ""EE. UU."", ""United states of america"", ""US of america"", ""Verenigde State van Amerika"", ""Nited States"", ""United-States"", ""Unite States"", ""Estados Unidos de América"", ""UnitedStates"", ""Estaos Unios"", ""US of America"", ""The Usa"", ""United states of America"", ""Untied States of America"", ""The U S of America"", ""THE AMERICAN UNITED STATES"", ""The United-States"", ""U S A"", ""AmericA"", ""Estados Unidos de America"", ""United states"", ""The U.S. of America"", ""Amerka"", ""United–States"", ""U.s.a."", ""United States of America"", ""United State of America"", ""United States (US)"", ""The U.S. of A"", ""America"", ""Amercia"", ""Stati Uniti d'America"", ""Los Estados Unidos de America"", ""United Stated"", ""U.S."", ""United States (of America)"", ""United States"", ""States of America"", ""America-class"", ""Los Estados Unidos"", ""U,S,"", ""United States (country)"", ""Federal United States"", ""ISO 3166-1:US"", ""Untied States"", ""The U.–S.–A."", ""VS America"", ""Amurica"", ""Etats-Unis d'Amerique"", ""US"", ""U.S. OF A"", ""USofA"", ""Etats-Unis"", ""U.S. of A"", ""United States of America (U.S.A.)"", ""Amarica"", ""The United States"", ""U-S-A"", ""United States/Introduction"", ""The Us"", ""Unitesd states"", ""The U S of A"", ""America class"", ""America magazine"", ""الولايات المتحدة الأمريكية"", ""The U. S. of A"", ""U S"", ""(USA)"", ""The United–States"", ""United States (U.S.)"", ""U.-S."", ""United States of America (USA)"", ""'merica"", ""The US"", ""United States of America."", ""UNited States"", ""The U.S."", ""AMERICA"", ""United States of America/OldPage"", ""United+States"", ""The U S"", ""United Sates"", ""THE UNITED STATES OF AMERICA"", ""U–S–A"", ""United States Of America"", ""U.S. of America"", ""U–S"", ""Los Estados Unidos de América"", ""The U.-S."", ""United sates"", ""The United States Of America"", ""America (country)"", ""United States of American"", ""United state of america"", ""The U.–S."", ""Amurka"", ""U. S. of A"", ""The U. S."", ""United States America"", ""US of A"", ""États-Unis"", ""USoA"", ""USA"", ""Estaos Uníos"", ""America, United States of"", ""U. S. of America"", ""U.S.American"", ""(US)"", ""The U–S–A"", ""U. S."", ""U.S. America"", ""U.S. A"", ""Yankee land"", ""America (US)"", ""U.S"", ""America (United States of)"", ""US (country)"", ""UNITED STATES OF AMERICA"", ""U.S.A"", ""Estados unidos"", ""Americia"", ""The US of america"", ""Vereinigte Staaten"", ""US America"", ""These United States of America"", ""VS Amerika"", ""Name of the United States"", ""The united states of america"", ""Estatos Unitos"", ""America (USA)"", ""The U.-S.-A."", ""United States of America/Introduction"", ""The US of America"", ""Americophile"", ""V.S. America"", ""U.S.A."", ""U S of A"", ""V.S. Amerika"", ""United+States+of+America"", ""The Unites States of America""]",False,1.0798,6664.0,32607.0,159.84,172.5941
20260610_131321,71,8845,random,42,,Which musical instrument was Jelly Roll Morton associated with,Piano,"[""Pianos"", ""Classical piano"", ""Piano Music"", ""Pianino"", ""Black key"", ""Grand piano"", ""Pianoforte"", ""Piano-forte"", ""Piano construction"", ""Vertical pianoforte"", ""Pianie"", ""Keyboard hammer"", ""Piano"", ""Piano hammers"", ""Piano Keys"", ""Piano keys"", ""Piano hammer"", ""Pianofortes"", ""Acoustic piano"", ""Baby grand piano"", ""Hammer (piano)"", ""Grand pianoforte"", ""Piano technique"", ""Parts of a piano"", ""Piano music"", ""Keyboard hammers"", ""Piano performance"", ""Upright pianoforte"", ""Concert grand"", ""Upright piano"", ""Vertical piano"", ""Piano forte"", ""Grand Piano""]",True,1.0771,6662.0,32607.0,160.51,172.8802
20260610_131321,72,7196,random,42,,"""Nicknamed the """"She Wolf of France"""", Isabella the wife of Edward II, was from which French royal house?""",House of Anjou,"[""Direct Capetians"", ""Capet"", ""La Maison capétienne"", ""Direct Capetian"", ""Royal Houses: Capet"", ""Les Capétiens"", ""House of Capet"", ""La maison de France"", ""Capets"", ""House of capet""]",False,1.0818,6664.0,32607.0,160.51,173.6475
20260610_131321,73,10626,random,42,,On which part of the body would a mukluk be worn?,feet,"[""Foot fracture"", ""Human feet"", ""Foot muscles"", ""Pedis"", ""Dorsum of foot"", ""Joints of foot"", ""Plates of meat"", ""Muscles of the Feet"", ""Foot dorsum"", ""Foot"", ""Joints of the foot"", ""Articulatio pedis"", ""Broken foot"", ""Foot (anatomy)"", ""Articulationes pedis"", ""Foot type"", ""Insteps"", ""Articulations of foot"", ""Human foot"", ""Foot sweat"", ""Instep"", ""Feet"", ""Foot deformities"", ""Foot taboo"", ""Foot fractures""]",True,1.0771,6662.0,32607.0,161.16,173.5914
20260610_131321,74,1832,random,42,,Of which Saxon kingdom was Offa a King?,Mercia,"[""MERCIA"", ""Flag of Mercia"", ""Kingdom of the Iclingas"", ""Mercians"", ""Kingdom of Mercia"", ""Mierce"", ""Miercna"", ""Mercia""]",True,1.0787,6662.0,32607.0,160.2,172.809
20260610_131321,75,7505,random,42,,"When it was liberated from the UK in 1957, which country became the first sub-Saharan nation to gain independence?",Ghana,"[""Ghana"", ""Ghanian"", ""Ghanaian Republic"", ""Etymology of Ghana"", ""Ghanan"", ""The Democradic Republic of Ghana"", ""The country Ghana"", ""Black Star of Africa"", ""Republic of Ghana"", ""Ghana homeland"", ""State of Ghana"", ""ISO 3166-1:GH"", ""Republic Of Ghana"", ""Ghanaian"", ""The Republic Of Ghana"", ""Republic Ghana""]",True,1.0774,6664.0,32607.0,160.65,173.0855
20260610_131321,76,1051,random,42,,In 1883 which Indonesian volcano erupted and was believed to be the largest single explosion in recorded human history?,Krakatoa,"[""Anak Krakatau"", ""Krakitoa"", ""Cracatau"", ""Krakatoa"", ""Krakatowa"", ""Crokatoa"", ""Anak Krakatoa"", ""Krakatua eruption 1883"", ""Krakatao"", ""Telok Batong"", ""Krackatoa"", ""Mount Anak Krakatau"", ""KRAKATOA"", ""Krakatoan eruption"", ""Krakatua"", ""Krakatoan Eruption"", ""Mt krakatoa"", ""Krakatau""]",True,1.0807,6664.0,32607.0,159.5,172.3663
20260610_131321,77,10336,random,42,,Which Canadian born  actress was the star in the movie Barb Wire?,Pamela Anderson,"[""Pamela Anderson"", ""Pamela Lee"", ""Pamula Anderson"", ""Pam anderson"", ""Pam Anderson"", ""Pamela Denise Anderson"", ""Pamela Anderson Lee"", ""Pam Andreson"", ""Pamala anderson"", ""Pamela Lee Anderson"", ""Pamela anderson"", ""Pamela Anderson House"", ""Miss february 1990"", ""Pamela andersson""]",True,1.0839,6662.0,32607.0,160.43,173.8872
20260610_131321,78,13145,random,42,,What is the name of the line separating the numerator and denominator of a fraction if it is written as a diagonal line?,The line separating the numerator and denominator of a fraction is called a vertical line.,"[""Solidus Line"", ""Solidus"", ""Solidus (disambiguation)"", ""Solidus line""]",False,1.0845,6664.0,32607.0,160.98,174.5826
20260610_131321,79,8773,random,42,,In which opera do the characters 'Ned Keene' and 'Bob Boles' appear?,The Mikado,"[""Ellen Orford"", ""Peter Grimes (opera)"", ""Peter grimes"", ""'PETER GRIMES'"", ""Peter Grimes"", ""Sea Interludes"", ""Four Sea Interludes""]",False,1.0686,6703.0,32607.0,161.19,172.2498
20260610_131321,80,2168,random,42,,Which planet did Gustav Holst describe as the ‘Winged Messenger’?,Mercury,"[""Mercury"", ""Murcury"", ""Mercury (album)"", ""Merdcury"", ""Mercury (disambiguation)""]",True,0.7525,6703.0,32607.0,171.12,128.7713
20260610_131321,81,6913,random,42,,Who is the current presenter of BBC Radio 4 programme Desert Island Discs?,Kirsty Young,"[""Kirsty Young""]",True,0.7271,6703.0,32607.0,176.99,128.6871
20260610_131321,82,10311,random,42,,Which notorious murderer lived at 10 Rillington Place?,John Christie,"[""John Christie (footballer)"", ""John Christie (disambiguation)"", ""Christie, John"", ""John Christie""]",True,0.7379,6692.0,32607.0,180.96,133.5319
20260610_131321,83,6967,random,42,,The top American fiction bestseller in both 1936 and 1937 was the only novel published during the lifetime of its author. Who was she?,Margaret Mitchell,"[""Margareth Mitchell"", ""Margaret Mitchell"", ""Peggy Marsh"", ""Peggy Mitchell Marsh"", ""Berrian Kinnard Upshaw"", ""Margaret Mitchel"", ""MARGARET MITCHELL""]",True,0.728,6710.0,32607.0,178.09,129.6457
20260610_131321,84,16358,random,42,,Which singer's real name is Elaine Bookbinder?,Elaine Paige,"[""ELKIE BROOKS"", ""We've Got Tonight (Castle)"", ""We've Got Tonight - Spectrum"", ""No More the Fool (2003 album)"", ""No More The Fool - Compilation"", ""Songs of Love (Elkie Brooks album)"", ""We've Got Tonight (Spectrum)"", ""Elkie Brooks discography"", ""We've Got Tonight (Elkie Brooks album)"", ""Elaine Bookbinder"", ""Songs Of Love (Elkie Brooks Album)"", ""Elkie Brooks""]",False,0.7236,6698.0,32607.0,182.84,132.2982
20260610_131321,85,12964,random,42,,"""Which pair of films starred Uma Thurman as """"the bride"""", Daryl Hannah as her arch-nemesis and Lucy Liu as """"Cottonmouth""""?""",Kill Bill Vol. 1 and Vol. 2,"[""Kill Bill: Volume 3"", ""Kill bill"", ""Kill Bill""]",True,0.7364,6708.0,32607.0,183.16,134.8862
20260610_131321,86,15035,random,42,,"In the cartoon series, what kind of dog is Scooby Doo?",A Great Dane,"[""Great daine"", ""Great Danes"", ""Deutsche Dogge"", ""Boarhound"", ""German Mastiff"", ""Great dane"", ""Grand danois"", ""Great Dane""]",True,0.7308,6704.0,32607.0,182.66,133.4823
20260610_131321,87,4681,random,42,,"""What was the Scopes """"monkey trial"""" really about?""",The Scopes trial was about the teaching of evolution in public schools.,"[""Survival of species"", ""Evolves"", ""Theroy of Evolution"", ""Theory of Descent"", ""The theory of Evolution"", ""Allele change"", ""Evolution Theory"", ""Theory of Descent with Modification"", ""Random Mutation"", ""Mechanisms and processes of evolution"", ""Evolutionists"", ""Evolving"", ""Evolutionary principle"", ""Theory Of Descent With Modification"", ""Differential survival rate"", ""Animal evolution"", ""Evolution theory"", ""Descent with modification"", ""Evolutionary process"", ""Natural selection and evolution"", ""Genetic evolution"", ""Evolutionary Theory"", ""Evolutionnary"", ""Monkey theory"", ""Organic evolution"", ""Theory Of Descent"", ""General Theory of Evolution"", ""Evolution (philosophy)"", ""Evolution"", ""Evolutionarily"", ""Evolutionary biological"", ""Evolution by means of natural selection"", ""Theories of evolution"", ""Mutation-selection"", ""Animal Evolution"", ""Biological evolution"", ""Modern evolutionary theory"", ""Evolutionistic"", ""Evolutionary theory"", ""Evolved"", ""Evolutionist"", ""Biological theory of evolution"", ""Evolutionary factor"", ""Evolutionism theory"", ""Theory of evolution"", ""Genetic continuity"", ""Evolutionary"", ""Evolution of life"", ""Evolution (biology)"", ""Theoretical evolutionary biologist"", ""Metazoan Evolution"", ""Theory of descent with modification"", ""Evolution issues"", ""Evolutionary theorist"", ""Scientific theory of evolution"", ""Origin of information in evolution"", ""Science of Evolution"", ""Theory of descent"", ""Theory Evolution"", ""Random mutation"", ""Evolutionisms"", ""Darwin Theory of Evolution"", ""Evolutionistically"", ""Theory of Evolution""]",True,0.73,6703.0,32607.0,183.65,134.0666
20260610_131321,88,8679,random,42,,Who was the landlady of the Rovers Return when Coronation Street was first broadcast in 1960?,Mrs. Booth,"[""Annie Walker""]",False,0.7205,6703.0,32607.0,183.22,132.0184
20260610_131321,89,4575,random,42,,"What dish has romaine lettuce and croutons dressed with parmesan cheese, lemon juice, olive oil, egg, Worcestershire sauce, and black pepper?",Caesar salad,"[""Caeser salad"", ""Aviator salad"", ""Chicken Caeser Salad"", ""Cesar salad"", ""Caesar dressing"", ""Caeser Salad"", ""CaesarSalad"", ""Caesar Salad"", ""Caesar salad""]",True,0.7256,6699.0,32607.0,184.55,133.9157
20260610_131321,90,8081,random,42,,"In which city, one of the hosts for the 2003 Cricket World Cup, is the Buffalo Park Ground?",Durban,"[""East London"", ""EAST LONDON"", ""East London, England""]",False,0.7351,6690.0,32607.0,184.26,135.449
20260610_131321,91,17661,random,42,,"What media mogul, known as The Mouth of the South, started the first dedicated 24-hour cable news channel, owns the Atlanta braves, founded the Goodwill Games, and married Hanoi Jane?",Ted Turner,"[""Robert Edward Turner"", ""Billionaire Ted"", ""Robert Edward III Turner"", ""R.E. Turner"", ""Ted Turner"", ""Robert Edward Turner III"", ""Ted Turner Foundation"", ""Turner Foundation"", ""Former owner of WCW""]",True,0.7325,6694.0,32607.0,182.29,133.5248
20260610_131321,92,8609,random,42,,In 1985 who became the first man to run the 1500 metres in less than 3 mins 30 secs?,Sebastian Coe,"[""Stephen Cram"", ""The Jarrow Arrow"", ""(Steve) Cram"", ""Steve Cram"", ""Cram, Steve"", ""Jarrow Arrow""]",False,0.7171,6689.0,32607.0,183.31,131.454
20260610_131321,93,14038,random,42,,My bologna has a first name. What is it?,It’s a sandwich.,"[""Oscar (film)"", ""Oscar"", ""King Oscar"", ""Oscar (movie)"", ""Oscar (cat)"", ""Óscar"", ""Oscar the cat"", ""Oscar (disambiguation)"", ""Oscar (footballer)"", ""OSCAR (disambiguation)""]",False,0.7399,6685.0,32607.0,182.75,135.2213
20260610_131321,94,13087,random,42,,"After sporadic visits by European explorers and merchants from the 17th century onwards, the eastern half of which continent was claimed by the British in 1770, and officially settled as a penal colony on 26 January 1788?",Australia,"[""Australia (Commonwealth realm)"", ""AustraliA"", ""Continental Australia"", ""Australias"", ""Peace of Australia"", ""Australian city life"", ""City life in Australia"", ""Australocentrist"", ""Mainland Australia"", ""Australiia"", ""Straya"", ""Australia (commonwealth)"", ""Austraila"", ""Ausrtalia"", ""Australia (nation)"", ""Australien"", ""New Australian"", ""Australia (dominion)"", ""Australia (federation)"", ""Australia (country)"", ""Aussieland"", ""Federal Australia"", ""Country life in Australia"", ""Orstraya"", ""Australia (nation state)"", ""Australia (commonwealth realm)"", ""Australia"", ""Australocentrism"", ""Austraya"", ""Australie"", ""AUSTRALIA"", ""Geopolitics of Australia"", ""Australia (nation-state)"", ""Australia's"", ""Australian mainland"", ""Australian country life"", ""Australian Woman's Day"", ""Imperial Australia"", ""United States of Australia"", ""Australia (realm)"", ""Australia (constitutional monarchy)"", ""Austalia"", ""Etymology of Australia"", ""Philosophy in Australia"", ""Commonwealth of Australia"", ""Australija"", ""Australia (monarchy)"", ""Dominion of Australia"", ""Empire of Australia"", ""Ostralia"", ""Modern Australia"", ""Commonwealth of australia"", ""Australia (empire)"", ""Australo"", ""The Commonwealth of Australia"", ""Australia."", ""Austrlia"", ""Australlia"", ""AUSTRALIAN"", ""Australia (state)"", ""ISO 3166-1:AU"", ""Austrailia"", ""Commonwealth Australia"", ""Pax Australiana"", ""Australian Commonwealth"", ""Australocentric"", ""Austrlaia"", ""Technology in Australia"", ""Australia (Commonwealth)"", ""Australai"", ""Australian geopolitics"", ""Asutralia"", ""Australo-"", ""Australian's"", ""Science in Australia""]",True,0.7443,6693.0,32607.0,179.29,133.446
20260610_131321,95,11861,random,42,,With which song did Lulu represent the UK in the 1969 Eurovision Song Contest?,Boom Bang-a-Bang,"[""BOOM BANG A BANG""]",False,0.7436,6687.0,32607.0,181.29,134.8075
20260610_131321,96,7186,random,42,,To which family of birds do Linnets belong?,Passerine,"[""Fringillidae"", ""Carduelidae"", ""Carduelini"", ""Finches"", ""True finch"", ""Finch"", ""Finch (bird)""]",False,0.7156,6685.0,32607.0,177.54,127.0497
20260610_131321,97,4532,random,42,,What novel was published by Bob Dylan in 1971?,The Times They Are A-Changin’,"[""Tarantel"", ""Theraphosidae"", ""Tarantulas"", ""Tarantula spider"", ""Taranchula"", ""Tarantula"", ""Theraphosid""]",False,0.7236,6685.0,32607.0,181.79,131.5431
20260610_131321,98,16696,random,42,,"Known as the 'Phoenix Park Murders', the assassination of Lord Frederick Cavendish and Thomas Henry Burke in 1882 occurred in which city?",Dublin,"[""UN/LOCODE:IEDUB"", ""Dublin city center"", ""City Centre, Dublin"", ""Dublin, Ireland"", ""BÁC"", ""Baile Atha Cliath"", ""Baile átha Cliath"", ""Dublin City Center"", ""Central Dublin"", ""Dublin Culture"", ""Dublin (Ireland)"", ""The weather in Dublin"", ""Dubh Linn"", ""Dublin"", ""Dublin City, Ireland"", ""Dublin City Centre"", ""Capital of Republic of Ireland"", ""Dublin city centre"", ""Capital of Ireland"", ""City Center, Dublin"", ""Europe/Dublin"", ""Dyflin"", ""City of Dublin"", ""Visitor Information for Dublin, Ireland"", ""DUBLIN"", ""Capital of the Republic of Ireland"", ""Dublin, County Dublin"", ""Dublín"", ""West Dublin"", ""Dublin (city)"", ""Dublin, Republic of Ireland"", ""Baile Átha Cliath""]",True,0.7278,6687.0,32607.0,178.01,129.5497
20260610_131321,99,16171,random,42,,Which art gallery is in Trafalgar Square?,The National Gallery,"[""National Gallery, London, England"", ""National Gallery London"", ""National Galery"", ""Directors of the National Gallery"", ""National Gallery of Art, London"", ""NATIONAL GALLERY"", ""The National Gallery, London"", ""National Gallery, London"", ""National Gallery in London"", ""London National Gallery"", ""Sainsbury Wing"", ""National Gallery: London"", ""National Gallery of London"", ""National gallery"", ""National Gallery"", ""National Gallery (London)"", ""National gallery, london"", ""The National Gallery""]",True,0.7345,6689.0,32607.0,183.14,134.5124
20260610_131321,100,2978,random,42,,Hircine refers to being like or related to what creature?,A boar,"[""Nanny goat"", ""Dairy goat"", ""Kid (goat)"", ""Nanny Goat"", ""Capra aegagrus hircus"", ""She goat"", ""Billy Goat"", ""Goat"", ""Goat penis"", ""Goat's milk"", ""He-goat"", ""She-Goat"", ""Billy goat"", ""She-goats"", ""Domestic goat"", ""Billies"", ""Goatfighting"", ""Goatry"", ""Capra hircus"", ""Domestic goats"", ""Domestic Goat"", ""Goat milk"", ""🐐"", ""She goats"", ""Billygoat"", ""Dairy Goats"", ""Goats' milk"", ""Goats""]",False,0.8065,6734.0,32607.0,181.07,146.0367
